name,country,city,address,phone,email,rating,review_count,maps_url,category,scraped_at,outreach_sent,digest_sent
Pro-Lock Locksmith,Ireland,Drogheda,"8 Peter St, Moneymore, Drogheda, Co. Louth, A92 CKD2, Ireland ",,,4.7,76,https://www.google.com/maps/place/Pro-Lock+Locksmith/data=!4m7!3m6!1s0x48673a20d358f4cf:0x146476c0c6d7c240!8m2!3d53.7153944!4d-6.3508832!16s%2Fg%2F1tcw30dx!19sChIJz_RY0yA6Z0gRQMLXxsB2ZBQ?authuser=0&hl=en&rclk=1,locksmith,2026-06-22T12:34:35.318434,,
Laz the handyman,Ireland,Drogheda,"The Dale, Riverbank, Drogheda, Co. Louth, Ireland ",+353 85 810 7409 ,,5.0,2,https://www.google.com/maps/place/Laz+the+handyman/data=!4m7!3m6!1s0x4867391c8f98378d:0xaa9b9b131a83773a!8m2!3d53.715017!4d-6.3885204!16s%2Fg%2F11q_5y2cqb!19sChIJjTeYjxw5Z0gROneDGhObm6o?authuser=0&hl=en&rclk=1,handyman,2026-06-22T12:45:36.830219,,
MM Improvements,Ireland,Drogheda,"91 The Avenue, Bryanstown, Drogheda, Co. Meath, A92 X56X, Ireland ",+353 86 736 4096 ,,5.0,4,https://www.google.com/maps/place/MM+Improvements/data=!4m7!3m6!1s0x48673bb07af5f5f5:0x1ee33b8b98a092d6!8m2!3d53.7002614!4d-6.346428!16s%2Fg%2F11vjq1n2xv!19sChIJ9fX1erA7Z0gR1pKgmIs74x4?authuser=0&hl=en&rclk=1,handyman,2026-06-22T12:45:36.830224,,
AD Driving school Drogheda,Ireland,Drogheda,"29 Windmill Rd, Moneymore, Drogheda, Co. Louth, A92 E16H, Ireland ",+353 83 432 2413 ,,5.0,21,https://www.google.com/maps/place/AD+Driving+school+Drogheda/data=!4m7!3m6!1s0x486739beb686fc77:0x7deed4363b277b3f!8m2!3d53.7217324!4d-6.3563797!16s%2Fg%2F11yl3xqfrv!19sChIJd_yGtr45Z0gRP3snOzbU7n0?authuser=0&hl=en&rclk=1,driving instructor,2026-06-22T12:55:02.019980,,
Driving Lessons Drogheda:Quick Pass Driving School,Ireland,Drogheda,"76 Ballsgrove, Drogheda, Co. Louth, A92 XFK2, Ireland ",+353 86 377 9340 ,,5.0,2,https://www.google.com/maps/place/Driving+Lessons+Drogheda:Quick+Pass+Driving+School/data=!4m7!3m6!1s0x4867398fe71c8323:0x84ea1500a9f6842f!8m2!3d53.7106885!4d-6.3629786!16s%2Fg%2F11kmwr6rlx!19sChIJI4Mc5485Z0gRL4T2qQAV6oQ?authuser=0&hl=en&rclk=1,driving instructor,2026-06-22T12:55:02.019988,,
A1 School of Motoring,Ireland,Drogheda,,+353 86 883 0642 ,,4.9,63,https://www.google.com/maps/place/A1+School+of+Motoring/data=!4m7!3m6!1s0x48673a7c399081b5:0x41e45f2addbadc0a!8m2!3d53.8293412!4d-6.5173546!16s%2Fg%2F1tdxvfm2!19sChIJtYGQOXw6Z0gRCty63Spf5EE?authuser=0&hl=en&rclk=1,driving instructor,2026-06-22T12:55:02.019999,,
StreetCraft School of Motoring,Ireland,Drogheda,"18 Blackbush Avenue, Bryanstown, Drogheda, Co. Meath, A92 W0FX, Ireland ",+353 86 386 7995 ,,5.0,18,https://www.google.com/maps/place/StreetCraft+School+of+Motoring/data=!4m7!3m6!1s0x48673b434d016817:0x9c8d703b02cf80a5!8m2!3d53.717821!4d-6.3563518!16s%2Fg%2F11k46qzl5p!19sChIJF2gBTUM7Z0gRpYDPAjtwjZw?authuser=0&hl=en&rclk=1,driving instructor,2026-06-22T12:55:02.020003,,
Spillane Tree Care,Ireland,Drogheda,"39 Brookville, Moneymore, Drogheda, Co. Louth, A92 D3KR, Ireland ",+353 86 250 0748 ,,5.0,22,https://www.google.com/maps/place/Spillane+Tree+Care/data=!4m7!3m6!1s0x48673b4019cbb9ed:0xe571d051f1cb06d9!8m2!3d53.7255329!4d-6.3510982!16s%2Fg%2F11hmjhjjt3!19sChIJ7bnLGUA7Z0gR2QbL8VHQceU?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-22T13:02:56.734144,,
Dunany Tree surgeon,Ireland,Drogheda,"Dunany, Togher, Co. Louth, Ireland ",+353 87 910 4384 ,,5.0,2,https://www.google.com/maps/place/Dunany+Tree+surgeon/data=!4m7!3m6!1s0x48672dd0f84b309b:0xd9ae166b9afc5c87!8m2!3d53.8585631!4d-6.2558622!16s%2Fg%2F11j6txjhvh!19sChIJmzBL-NAtZ0gRh1z8mmsWrtk?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-22T13:02:56.734156,,
Just Right Tree Care Ltd,Ireland,Drogheda,"Rath Lower, Co. Louth, A91 K663, Ireland ",+353 87 433 6330 ,,5.0,88,https://www.google.com/maps/place/Just+Right+Tree+Care+Ltd/data=!4m7!3m6!1s0x4860cfaa66fe94a9:0x5e48cbe69668061c!8m2!3d53.999066!4d-6.192536!16s%2Fg%2F11sx370nwd!19sChIJqZT-ZqrPYEgRHAZolubLSF4?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-22T13:02:56.734159,,
Drogheda Carpet Clean,Ireland,Drogheda,,+353 86 835 9954 ,,5.0,3,https://www.google.com/maps/place/Drogheda+Carpet+Clean/data=!4m4!3m3!1s0x48673b3b1c9104e1:0xcc196cc8deef924a!16s%2Fg%2F11g20yjyk6!19sChIJ4QSRHDs7Z0gRSpLv3shsGcw?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-22T13:12:02.104016,,
Washingtons Laundrette and Dry Cleaners,Ireland,Drogheda,"Coolagh Well, 1 Beamore Rd, Lagavooren, Drogheda, Co. Louth, Ireland ",+353 41 983 3012 ,,4.5,76,https://www.google.com/maps/place/Washingtons+Laundrette+and+Dry+Cleaners/data=!4m7!3m6!1s0x48673a2860fb9379:0xc1c0178ea2e1f98b!8m2!3d53.7088696!4d-6.3493366!16s%2Fg%2F11cn9l7rxm!19sChIJeZP7YCg6Z0gRi_nhoo4XwME?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-22T13:12:02.104024,,
The Princess Grace Rose Garden,Ireland,Drogheda,"2-6 Rathmullan Rd, Ballsgrove, Drogheda, Co. Louth, A92 CD83, Ireland ",,,4.4,78,https://www.google.com/maps/place/The+Princess+Grace+Rose+Garden/data=!4m7!3m6!1s0x4867398be2603079:0x5985dd89e4e851bd!8m2!3d53.7149908!4d-6.3598398!16s%2Fg%2F11fx7ndz1l!19sChIJeTBg4os5Z0gRvVHo5IndhVk?authuser=0&hl=en&rclk=1,gardener,2026-06-22T13:29:39.054322,,
Unique Driveways,Ireland,Drogheda,"Boyne Business Park, Newtownstalaban, Drogheda, Co. Louth, A92 ED91, Ireland ",+353 85 781 0388 ,,5.0,3,https://www.google.com/maps/place/Unique+Driveways/data=!4m7!3m6!1s0x48673b9eebdee055:0x27cd2212223994e8!8m2!3d53.7246152!4d-6.3241568!16s%2Fg%2F11z7bysgfb!19sChIJVeDe6547Z0gR6JQ5IhIizSc?authuser=0&hl=en&rclk=1,gardener,2026-06-22T13:29:39.054328,,
,Ireland,Dundalk,,,,0.0,0,https://www.google.com/maps/place/Dundalk+Roofing+%26+Building+Specialists/data=!4m7!3m6!1s0x4860cd6660433811:0x403585a6d910ab1d!8m2!3d53.986427!4d-6.3963945!16s%2Fg%2F11yp0gx_c6!19sChIJEThDYGbNYEgRHasQ2aaFNUA?authuser=0&hl=en&rclk=1,roofer,2026-06-22T13:39:44.632397,,
BondStoneMasonry,Ireland,Dundalk,"Oriel Terrace, 3, Dundalk, Co. Louth, A91 K5W7, Ireland ",+353 89 457 0900 ,,5.0,2,https://www.google.com/maps/place/BondStoneMasonry/data=!4m7!3m6!1s0x4860cff512952f49:0x3a0f4f1317193a00!8m2!3d54.0060679!4d-6.407019!16s%2Fg%2F11xllf8xgs!19sChIJSS-VEvXPYEgRADoZFxNPDzo?authuser=0&hl=en&rclk=1,bricklayer,2026-06-22T13:49:46.622248,,
Construction 22 HQ,Ireland,Dundalk,,+353 86 256 1572 ,,5.0,1,https://www.google.com/maps/place/Construction+22+HQ/data=!4m7!3m6!1s0x4860cb712165173b:0xc5a75886fd47a857!8m2!3d53.9062183!4d-6.3991778!16s%2Fg%2F11cnc660h8!19sChIJOxdlIXHLYEgRV6hH_YZYp8U?authuser=0&hl=en&rclk=1,bricklayer,2026-06-22T13:49:46.622257,,
Dundalk Building Supplies.,Ireland,Dundalk,"Dundalk Building Supplies, Racecourse Rd, Marsh North, Dundalk, Co. Louth, A91 FAE9, Ireland ",+353 42 932 8531 ,,4.7,84,https://www.google.com/maps/place/Dundalk+Building+Supplies./data=!4m7!3m6!1s0x4860cc2714972fa1:0x6f228cf8ecaddfe7!8m2!3d54.0179172!4d-6.3940127!16s%2Fg%2F11cmcwff0t!19sChIJoS-XFCfMYEgR59-t7PiMIm8?authuser=0&hl=en&rclk=1,bricklayer,2026-06-22T13:49:46.622261,,
FJ Property Works,Ireland,Dundalk,,+353 85 271 8530 ,,5.0,2,https://www.google.com/maps/place/FJ+Property+Works/data=!4m7!3m6!1s0x8a592955d2e4d99:0x8494aeffe7932257!8m2!3d53.3834!4d-8.2177501!16s%2Fg%2F11wtk3xfqk!19sChIJmU0uXZWSpQgRVyKT5_-ulIQ?authuser=0&hl=en&rclk=1,bricklayer,2026-06-22T13:49:46.622265,,
NorthEast Tiling,Ireland,Dundalk,"Marshes Lower, Dundalk, Co. Louth, Ireland ",+353 87 717 8753 ,,5.0,15,https://www.google.com/maps/place/NorthEast+Tiling/data=!4m7!3m6!1s0xa4815f30b935716b:0xfbd7b18c9efc13bb!8m2!3d54.0005347!4d-6.3853388!16s%2Fg%2F11l_1mm4kr!19sChIJa3E1uTBfgaQRuxP8noyx1_s?authuser=0&hl=en&rclk=1,tiler,2026-06-22T13:59:32.659326,,
Greenwood Tiling Dundalk,Ireland,Dundalk,,+353 87 686 9281 ,,0.0,0,https://www.google.com/maps/place/Greenwood+Tiling+Dundalk/data=!4m7!3m6!1s0x4860cdd157dd8e59:0x5a1e94efb3597fe!8m2!3d53.9773317!4d-6.6077689!16s%2Fg%2F11ght92brd!19sChIJWY7dV9HNYEgR_pc1-07poQU?authuser=0&hl=en&rclk=1,tiler,2026-06-22T13:59:32.659334,,
Liquidation Bathrooms,Ireland,Dundalk,"Coes Road, Dundalk, Co. Louth, Ireland ",+353 86 167 5790 ,,4.8,114,https://www.google.com/maps/place/Liquidation+Bathrooms/data=!4m7!3m6!1s0x4860cc25c7e68311:0x184b68127e217d83!8m2!3d53.9964512!4d-6.3793131!16s%2Fg%2F11g70kpxqx!19sChIJEYPmxyXMYEgRg30hfhJoSxg?authuser=0&hl=en&rclk=1,tiler,2026-06-22T13:59:32.659337,,
CS Plastering,Ireland,Dundalk,"48 Quay Street, Townparks, Dundalk, Co. Louth, A91 R9H9, Ireland ",+353 85 121 6224 ,,5.0,5,https://www.google.com/maps/place/CS+Plastering/data=!4m7!3m6!1s0x4860cf85320597f1:0xd90c65130becc3a0!8m2!3d54.0069918!4d-6.3843046!16s%2Fg%2F11r6rh4z64!19sChIJ8ZcFMoXPYEgRoMPsCxNlDNk?authuser=0&hl=en&rclk=1,plasterer,2026-06-22T14:02:22.066758,,
D&Z Painting & Plastering Services,Ireland,Dundalk,,+353 85 158 7271 ,,5.0,3,https://www.google.com/maps/place/D%26Z+Painting+%26+Plastering+Services/data=!4m7!3m6!1s0xa7de2095fc174691:0x71bc0a2ab18856b9!8m2!3d53.9062183!4d-6.3991778!16s%2Fg%2F11xl9gl806!19sChIJkUYX_JUg3qcRuVaIsSoKvHE?authuser=0&hl=en&rclk=1,plasterer,2026-06-22T14:02:22.066763,,
Green Landscapes,Ireland,Dundalk,"40 Carrickmacross Rd, Lisnawully, Dundalk, Co. Louth, A91 RHH3, Ireland ",+353 83 014 7283 ,,5.0,2,https://www.google.com/maps/place/Green+Landscapes/data=!4m7!3m6!1s0x4860cb60fcbe0c07:0x3fd23614878f8197!8m2!3d53.998498!4d-6.428084!16s%2Fg%2F11ks3c16dw!19sChIJBwy-_GDLYEgRl4GPhxQ20j8?authuser=0&hl=en&rclk=1,landscaper,2026-06-22T14:10:16.143502,,
CBK Services,Ireland,Dundalk,"23 Laurel Grove, Marshes Lower, Dundalk, Co. Louth, A91 P6Y6, Ireland ",+353 85 172 6520 ,,4.0,4,https://www.google.com/maps/place/CBK+Services/data=!4m7!3m6!1s0x4860cd5a7f616add:0x1769664ae07caa71!8m2!3d53.9984942!4d-6.3982631!16s%2Fg%2F11jmys8786!19sChIJ3Wphf1rNYEgRcap84EpmaRc?authuser=0&hl=en&rclk=1,landscaper,2026-06-22T14:10:16.143511,,
Connolly School of Motoring,Ireland,Dundalk,"5 Forkhill Road, Moorland, Dundalk, Co. Louth, A91 A7P3, Ireland ",+353 87 759 5802 ,,5.0,26,https://www.google.com/maps/place/Connolly+School+of+Motoring/data=!4m7!3m6!1s0x4db8d01b5ccf0c15:0xd494890c94f26e3d!8m2!3d54.0172257!4d-6.4036877!16s%2Fg%2F11trk4s2cz!19sChIJFQzPXBvQuE0RPW7ylAyJlNQ?authuser=0&hl=en&rclk=1,driving instructor,2026-06-22T14:22:14.083862,,
Cleaner carpets,Ireland,Dundalk,"12 Tierney's Cres, Demesne, Dundalk, Co. Louth, A91 Y7Y5, Ireland ",+353 85 218 7956 ,,5.0,3,https://www.google.com/maps/place/Cleaner+carpets/data=!4m7!3m6!1s0x4860cfdfd3e9306f:0x440236958de28cad!8m2!3d54.012855!4d-6.4147093!16s%2Fg%2F11rxhv0qk_!19sChIJbzDp09_PYEgRrYzijZU2AkQ?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-22T14:35:09.965225,,
Avenue Dry Cleaners & Launderette,Ireland,Dundalk,"Unit 3, Greenacres Shopping Centre, The Long Avenue, Marshes Lower, Dundalk, Co. Louth, A91 AY80, Ireland ",+353 42 933 8290 ,,4.9,33,https://www.google.com/maps/place/Avenue+Dry+Cleaners+%26+Launderette/data=!4m7!3m6!1s0x4860cc1939d51b97:0x4784c91c9c18a502!8m2!3d53.9958625!4d-6.3962276!16s%2Fg%2F119w57bc3!19sChIJlxvVORnMYEgRAqUYnBzJhEc?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-22T14:35:09.965233,,
Gem clean,Ireland,Dundalk,"Carrickykelly, Inniskeen, Co. Louth, A91 RW97, Ireland ",+353 87 284 4570 ,,5.0,5,https://www.google.com/maps/place/Gem+clean/data=!4m7!3m6!1s0x4860b7a2e5d58b17:0xccd22ccc6742e7b8!8m2!3d54.0263604!4d-6.5785451!16s%2Fg%2F11rjqm6kqd!19sChIJF4vV5aK3YEgRuOdCZ8ws0sw?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-22T14:35:09.965236,,
Dunbin Cleaning Services,Ireland,Dundalk,"Big, Townparks, Dunbin, Co. Louth, Ireland ",+353 85 187 1263 ,,3.5,2,https://www.google.com/maps/place/Dunbin+Cleaning+Services/data=!4m7!3m6!1s0x4860cd4f9903d669:0xfe8aae39b2dc32dd!8m2!3d53.9984495!4d-6.4065149!16s%2Fg%2F11gmyr8fy2!19sChIJadYDmU_NYEgR3TLcsjmuiv4?authuser=0&hl=en&rclk=1,window cleaner,2026-06-22T14:44:06.462608,,
Garden Wisdom,Ireland,Dundalk,,+353 89 226 6390 ,,4.4,7,https://www.google.com/maps/place/Garden+Wisdom/data=!4m7!3m6!1s0x4860cd352d77dce5:0x46ec2d62876d7479!8m2!3d53.9062183!4d-6.3991778!16s%2Fg%2F11mv08nbpk!19sChIJ5dx3LTXNYEgReXRth2It7EY?authuser=0&hl=en&rclk=1,gardener,2026-06-22T14:53:04.669184,,
WDS Systems LTD,Ireland,Swords,"Swords Business Area, Marshallstown, Swords, Co. Dublin, K67 E6R6, Ireland ",+353 85 115 0115 ,,5.0,6,https://www.google.com/maps/place/WDS+Systems+LTD/data=!4m7!3m6!1s0x4867110bb5621b3d:0x439ff67e4ec8e22!8m2!3d53.4387804!4d-6.2159302!16s%2Fg%2F11zbx9wzsm!19sChIJPRtitQsRZ0gRIo7s5Gf_OQQ?authuser=0&hl=en&rclk=1,bricklayer,2026-06-22T15:09:29.094120,,
Liffey Tiling and Flooring,Ireland,Swords,"17 Castleview Meadows, Oldtown, Swords, Co. Dublin, K67 HF70, Ireland ",+353 85 167 7801 ,,5.0,22,https://www.google.com/maps/place/Liffey+Tiling+and+Flooring/data=!4m7!3m6!1s0x2fee3035c478a95:0xbc8f9f47a6d3c5b8!8m2!3d53.4719521!4d-6.2348078!16s%2Fg%2F11jzj5vg6y!19sChIJlYpHXAPj_gIRuMXTpkefj7w?authuser=0&hl=en&rclk=1,tiler,2026-06-22T15:14:08.097055,,
Cairns Garden & Tree Lopping Services,Australia,Cairns,"170 Martyn St, Parramatta Park QLD 4870, Australia ",+61 427 527 481 ,,4.8,15,https://www.google.com/maps/place/Cairns+Garden+%26+Tree+Lopping+Services/data=!4m7!3m6!1s0x69786429956cfab1:0x2854556e398aefe0!8m2!3d-16.9129511!4d145.7564096!16s%2Fg%2F11cfg78hm!19sChIJsfpslSlkeGkR4O-KOW5VVCg?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-23T09:41:15.673301,,
Elite Carpet Dry Cleaning,Australia,Cairns,"98 Hobson Dr, Cairns City QLD 4870, Australia ",,,5.0,3,https://www.google.com/maps/place/Elite+Carpet+Dry+Cleaning/data=!4m7!3m6!1s0x697864f91201dd75:0xb21ffc0274087c3d!8m2!3d-16.8892717!4d145.7200092!16s%2Fg%2F11pz0khbrv!19sChIJdd0BEvlkeGkRPXwIdAL8H7I?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-23T09:51:11.453874,,
Sweep Cleaning Service Cairns,Australia,Cairns,,+61 400 570 978 ,,5.0,53,https://www.google.com/maps/place/Sweep+Cleaning+Service+Cairns/data=!4m7!3m6!1s0x69786574ad8b8aad:0xc4b66182b745f9ec!8m2!3d-16.8829344!4d145.7235072!16s%2Fg%2F11pb1ynyjm!19sChIJrYqLrXRleGkR7PlFt4JhtsQ?authuser=0&hl=en&rclk=1,window cleaner,2026-06-23T10:00:37.597098,,
Sean Window cleaning cairns,Australia,Cairns,,+61 450 025 387 ,,5.0,14,https://www.google.com/maps/place/Sean+Window+cleaning+cairns/data=!4m7!3m6!1s0x46b3a2047294df1:0x64d5e80e51c8a426!8m2!3d-16.8805264!4d145.7169443!16s%2Fg%2F11vc84y6f1!19sChIJ8U0pRyA6awQRJqTIUQ7o1WQ?authuser=0&hl=en&rclk=1,window cleaner,2026-06-23T10:00:37.597103,,
Cairns Green Services,Australia,Cairns,,+61 402 091 077 ,,4.7,13,https://www.google.com/maps/place/Cairns+Green+Services/data=!4m7!3m6!1s0x697865c98cdffc99:0x18479396b11c2e1d!8m2!3d-16.8805264!4d145.7169443!16s%2Fg%2F11rc8c11sm!19sChIJmfzfjMlleGkRHS4csZaTRxg?authuser=0&hl=en&rclk=1,gardener,2026-06-23T10:10:03.132707,,
Townsville Roof Tiling,Australia,Townsville,"23 Sonia St, Rasmussen QLD 4815, Australia ",+61 406 601 407 ,,4.6,10,https://www.google.com/maps/place/Townsville+Roof+Tiling/data=!4m7!3m6!1s0x6bd5f158c389e7a9:0x5b2296d793af3180!8m2!3d-19.3600982!4d146.7293386!16s%2Fg%2F11jp8_yx2v!19sChIJqeeJw1jx1WsRgDGvk9eWIls?authuser=0&hl=en&rclk=1,roofer,2026-06-23T10:19:28.017900,,
Kingston Roofing,Australia,Townsville,"6 Railway Ave, Railway Estate QLD 4810, Australia ",+61 439 893 657 ,,1.0,4,https://www.google.com/maps/place/Kingston+Roofing/data=!4m7!3m6!1s0x6bd5f97f6c43ded3:0xd7da602b0fcd1c7!8m2!3d-19.2721199!4d146.8144898!16s%2Fg%2F11qsy40g3l!19sChIJ095DbH_51WsRx9H8sAKmfQ0?authuser=0&hl=en&rclk=1,roofer,2026-06-23T10:19:28.017906,,
Windmill Bricklaying,Australia,Townsville,"1 Reward Ct, Bohle QLD 4818, Australia ",+61 7 4774 4536 ,,0.0,0,https://www.google.com/maps/place/Windmill+Bricklaying/data=!4m7!3m6!1s0x6bd5f76e0f4c2a83:0x6d194df84562945d!8m2!3d-19.260235!4d146.721033!16s%2Fg%2F1ptvx1h_r!19sChIJgypMD2731WsRXZRiRfhNGW0?authuser=0&hl=en&rclk=1,bricklayer,2026-06-23T10:26:40.808398,,
Yellow Block Road,Australia,Townsville,"17/19 Tarzan St, Mount St John QLD 4818, Australia ",+61 7 4789 4705 ,,2.3,3,https://www.google.com/maps/place/Yellow+Block+Road/data=!4m7!3m6!1s0x6bd5f98c6dc05741:0xae67fe63064ce391!8m2!3d-19.2586132!4d146.7305805!16s%2Fg%2F1tp1y_f0!19sChIJQVfAbYz51WsRkeNMBmP-Z64?authuser=0&hl=en&rclk=1,bricklayer,2026-06-23T10:26:40.808405,,
Apex Tilers,Australia,Townsville,,+61 416 035 860 ,,5.0,1,https://www.google.com/maps/place/Apex+Tilers/data=!4m7!3m6!1s0x6bd5f91eef0d04c9:0x4c2bd8a599fedf39!8m2!3d-32.205415!4d136.1073692!16s%2Fg%2F11bytf0_3x!19sChIJyQQN7x751WsROd_-maXYK0w?authuser=0&hl=en&rclk=1,tiler,2026-06-23T10:36:08.918544,,
J & M Navarro Tiling and Building,Australia,Townsville,"16 Bartlett Ave, Townsville City QLD 4810, Australia ",+61 410 482 337 ,,5.0,1,https://www.google.com/maps/place/J+%26+M+Navarro+Tiling+and+Building/data=!4m7!3m6!1s0x6bd5f8dbad264fbd:0x17e58591153b951c!8m2!3d-19.2938629!4d146.7785437!16s%2Fg%2F1vqmjk29!19sChIJvU8mrdv41WsRHJU7FZGF5Rc?authuser=0&hl=en&rclk=1,tiler,2026-06-23T10:36:08.918555,,
Razset interiors,Australia,Townsville,"1/1 The Strand, Townsville City QLD 4810, Australia ",+61 412 501 243 ,,0.0,0,https://www.google.com/maps/place/Razset+interiors/data=!4m7!3m6!1s0x6b9113f44a0a4747:0xd0fd67917322c9e9!8m2!3d-19.257392!4d146.8241179!16s%2Fg%2F11hhqw80gh!19sChIJR0cKSvQTkWsR6ckic5Fn_dA?authuser=0&hl=en&rclk=1,plasterer,2026-06-23T10:46:49.733160,,
HNQ Structural Landscaping,Australia,Townsville,"3 Mcilwraith St, South Townsville QLD 4810, Australia ",+61 7 4724 5566 ,,5.0,1,https://www.google.com/maps/place/HNQ+Structural+Landscaping/data=!4m7!3m6!1s0x6bd5f8d7554c0bd9:0x63695426558bca9d!8m2!3d-19.262!4d146.820126!16s%2Fg%2F12qfscc_8!19sChIJ2QtMVdf41WsRncqLVSZUaWM?authuser=0&hl=en&rclk=1,landscaper,2026-06-23T10:55:25.074044,,
Quickkey Locksmith Services,Australia,Townsville,,+61 497 587 716 ,,4.8,26,https://www.google.com/maps/place/Quickkey+Locksmith+Services/data=!4m7!3m6!1s0xaa1871576da0998d:0x6a06f5d421f453dc!8m2!3d-19.2968021!4d146.7552371!16s%2Fg%2F11x7bvx_rb!19sChIJjZmgbVdxGKoR3FP0IdT1Bmo?authuser=0&hl=en&rclk=1,locksmith,2026-06-23T11:04:48.814813,,
Townsville Mobile Locksmith,Australia,Townsville,"Rowes Bay QLD 4810, Australia ",,,5.0,2,https://www.google.com/maps/place/Townsville+Mobile+Locksmith/data=!4m7!3m6!1s0x6bd5f8f4cbf8b85d:0x15343a987f717c83!8m2!3d-19.240344!4d146.7900173!16s%2Fg%2F1hc3hrjn1!19sChIJXbj4y_T41WsRg3xxf5g6NBU?authuser=0&hl=en&rclk=1,locksmith,2026-06-23T11:04:48.814820,,
Jim's Handyman Townsville,Australia,Townsville,,+61 131546 ,,3.7,6,https://www.google.com/maps/place/Jim%27s+Handyman+Townsville/data=!4m7!3m6!1s0x6bd5fb7dca6a0e9f:0x724da540d158313f!8m2!3d-19.2598506!4d146.8178076!16s%2Fg%2F11qnkdp9kh!19sChIJnw5qyn371WsRPzFY0UClTXI?authuser=0&hl=en&rclk=1,handyman,2026-06-23T11:15:52.199409,,
Damian's Handyman Services,Australia,Townsville,"94 Nathan St, Heatley QLD 4814, Australia ",+61 437 021 007 ,,0.0,0,https://www.google.com/maps/place/Damian%27s+Handyman+Services/data=!4m7!3m6!1s0x6bd5f9f36a415555:0x20438f669c6bcede!8m2!3d-19.290675!4d146.7621613!16s%2Fg%2F11p5n90fp5!19sChIJVVVBavP51WsR3s5rnGaPQyA?authuser=0&hl=en&rclk=1,handyman,2026-06-23T11:15:52.199415,,
Tedious tasks,Australia,Townsville,,+61 422 795 624 ,,5.0,2,https://www.google.com/maps/place/Tedious+tasks/data=!4m7!3m6!1s0x4f1204bc998267d5:0x21985ee3c6903b14!8m2!3d-19.2968021!4d146.7552371!16s%2Fg%2F11spc7y3rk!19sChIJ1WeCmbwEEk8RFDuQxuNemCE?authuser=0&hl=en&rclk=1,handyman,2026-06-23T11:15:52.199417,,
Johns driving school condon,Australia,Townsville,,+61 401 904 562 ,,4.8,62,https://www.google.com/maps/place/Johns+driving+school+condon/data=!4m7!3m6!1s0x6bd5f1e0c87f11a9:0x47438e5f3c341e54!8m2!3d-19.2968021!4d146.7552371!16s%2Fg%2F11h6v1mm7f!19sChIJqRF_yODx1WsRVB40PF-OQ0c?authuser=0&hl=en&rclk=1,driving instructor,2026-06-23T11:24:48.336773,,
Young's Driving School,Australia,Townsville,"41 Denham St, Townsville City QLD 4810, Australia ",+61 402 094 958 ,,5.0,1,https://www.google.com/maps/place/Young%27s+Driving+School/data=!4m7!3m6!1s0x6bd5f8dae8f62507:0x86bd70f93df89d5e!8m2!3d-19.2577177!4d146.8181565!16s%2Fg%2F11_rsvn_z!19sChIJByX26Nr41WsRXp34PflwvYY?authuser=0&hl=en&rclk=1,driving instructor,2026-06-23T11:24:48.336780,,
Black Forrest Tree Service,Australia,Townsville,,+61 459 376 004 ,,4.9,33,https://www.google.com/maps/place/Black+Forrest+Tree+Service/data=!4m7!3m6!1s0x2a4d695250b1ae35:0x1f2db33432b7619b!8m2!3d-19.2598506!4d146.8178076!16s%2Fg%2F11ph4v8rdk!19sChIJNa6xUFJpTSoRm2G3MjSzLR8?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-23T11:33:56.829743,,
Townsville Stump Grinding and tree lopping,Australia,Townsville,"580 Ross River Rd, Cranbrook QLD 4814, Australia ",+61 407 960 392 ,,4.7,3,https://www.google.com/maps/place/Townsville+Stump+Grinding+and+tree+lopping/data=!4m7!3m6!1s0x6bd5fbef22506135:0xb753b52b39e0f468!8m2!3d-19.3135595!4d146.7416405!16s%2Fg%2F11qwpxpgg9!19sChIJNWFQIu_71WsRaPTgOSu1U7c?authuser=0&hl=en&rclk=1,tree surgeon,2026-06-23T11:33:56.829749,,
Electrodry Tile & Grout Cleaning Townsville,Australia,Townsville,"28 Whitehouse St, Garbutt QLD 4814, Australia ",+61 1300 826 040 ,,4.6,11,https://www.google.com/maps/place/Electrodry+Tile+%26+Grout+Cleaning+Townsville/data=!4m7!3m6!1s0x6bd5f9c48327123f:0xe4562cdb8bb69b3b!8m2!3d-19.2692137!4d146.7547766!16s%2Fg%2F11bxg0r2jj!19sChIJPxIng8T51WsRO5u2i9ssVuQ?authuser=0&hl=en&rclk=1,carpet cleaner,2026-06-23T11:42:03.194689,,
